ID_cleaned,job_title,salary_usd,salary_distribution_usd,experience_level_cleaned,employment_type_cleaned,company_location,company_size_cleaned,employee_residence,education_required,years_experience,industry
3346,Machine Learning Engineer,52192,"40,000 - 60,000 USD",Entry-level,Contract,India,Large,India,Master,0,Consulting
3347,NLP Engineer,285060,"More than 180,000 USD",Executive,Full-Time,United Kingdom,Large,Norway,PhD,19,Automotive
3348,Data Scientist,221418,"More than 180,000 USD",Senior,Part-Time,Norway,Large,Denmark,PhD,8,Finance
3349,Autonomous Systems Engineer,160641,"160,000 - 180,000 USD",Executive,Full-Time,United Kingdom,Small,United Kingdom,Master,17,Retail
3350,AI Software Engineer,49426,"40,000 - 60,000 USD",Mid-level,Full-Time,Ireland,Small,Ireland,Bachelor,4,Retail
3351,AI Specialist,195741,"More than 180,000 USD",Executive,Freelance,Netherlands,Large,Netherlands,Bachelor,16,Government
3352,ML Ops Engineer,162584,"160,000 - 180,000 USD",Senior,Full-Time,France,Large,Germany,Bachelor,5,Consulting
3353,ML Ops Engineer,140290,"140,000 - 160,000 USD",Executive,Contract,Finland,Small,Finland,PhD,10,Retail
3354,Machine Learning Engineer,99647,"80,000 - 100,000 USD",Executive,Part-Time,Austria,Medium,Austria,PhD,15,Retail
3355,Machine Learning Researcher,83390,"80,000 - 100,000 USD",Mid-level,Full-Time,India,Large,Norway,Associate,4,Media
3356,ML Ops Engineer,71459,"60,000 - 80,000 USD",Entry-level,Freelance,United Kingdom,Medium,United Kingdom,Master,1,Media
3357,Data Engineer,47933,"40,000 - 60,000 USD",Entry-level,Full-Time,Japan,Small,Japan,Bachelor,1,Automotive
3358,Principal Data Scientist,73404,"60,000 - 80,000 USD",Entry-level,Contract,United Kingdom,Medium,United Kingdom,PhD,1,Healthcare
3359,Data Engineer,100978,"100,000 - 120,000 USD",Senior,Contract,China,Large,Ireland,Bachelor,7,Technology
3360,Autonomous Systems Engineer,364585,"More than 180,000 USD",Executive,Full-Time,Denmark,Large,Denmark,PhD,12,Manufacturing
3361,Data Scientist,52922,"40,000 - 60,000 USD",Entry-level,Freelance,Israel,Large,Israel,Bachelor,1,Retail
3362,Machine Learning Researcher,104295,"100,000 - 120,000 USD",Senior,Full-Time,Finland,Medium,Finland,Associate,5,Retail
3363,Machine Learning Researcher,114586,"100,000 - 120,000 USD",Executive,Full-Time,Austria,Medium,France,Master,11,Telecommunications
3364,Deep Learning Engineer,131927,"120,000 - 140,000 USD",Executive,Part-Time,Ireland,Small,Ireland,Bachelor,19,Media
3365,NLP Engineer,113198,"100,000 - 120,000 USD",Senior,Freelance,Sweden,Small,Sweden,Associate,7,Retail
3366,Machine Learning Researcher,64852,"60,000 - 80,000 USD",Mid-level,Freelance,India,Small,India,PhD,2,Telecommunications
3367,Machine Learning Engineer,93866,"80,000 - 100,000 USD",Senior,Part-Time,Finland,Large,Finland,Bachelor,7,Automotive
3368,NLP Engineer,160334,"160,000 - 180,000 USD",Senior,Freelance,Singapore,Large,Singapore,Associate,8,Automotive
3369,Machine Learning Researcher,174373,"160,000 - 180,000 USD",Senior,Full-Time,Germany,Large,Germany,Master,8,Consulting
3370,Computer Vision Engineer,42303,"40,000 - 60,000 USD",Entry-level,Part-Time,China,Large,France,Bachelor,1,Media
3371,Robotics Engineer,334881,"More than 180,000 USD",Executive,Freelance,United States,Large,United States,Associate,13,Government
3372,Principal Data Scientist,61444,"60,000 - 80,000 USD",Entry-level,Freelance,Japan,Large,France,Bachelor,0,Automotive
3373,Autonomous Systems Engineer,178912,"160,000 - 180,000 USD",Executive,Full-Time,France,Small,France,Associate,19,Retail
3374,Autonomous Systems Engineer,120626,"120,000 - 140,000 USD",Senior,Part-Time,Ireland,Large,Ireland,PhD,8,Technology
3375,NLP Engineer,58220,"40,000 - 60,000 USD",Mid-level,Full-Time,Finland,Small,Netherlands,Master,3,Energy
3376,NLP Engineer,154477,"140,000 - 160,000 USD",Senior,Full-Time,Singapore,Medium,Singapore,Master,9,Technology
3377,Data Scientist,80618,"80,000 - 100,000 USD",Entry-level,Part-Time,Australia,Large,Australia,Master,0,Consulting
3378,Deep Learning Engineer,67330,"60,000 - 80,000 USD",Entry-level,Freelance,Sweden,Medium,Sweden,PhD,1,Education
3379,AI Architect,61056,"60,000 - 80,000 USD",Mid-level,Contract,India,Large,India,PhD,2,Energy
3380,Data Analyst,65532,"60,000 - 80,000 USD",Senior,Contract,Austria,Small,Austria,PhD,9,Education
3381,AI Consultant,69941,"60,000 - 80,000 USD",Entry-level,Contract,Singapore,Large,Israel,Master,0,Healthcare
3382,Principal Data Scientist,98999,"80,000 - 100,000 USD",Mid-level,Full-Time,Netherlands,Large,Netherlands,PhD,3,Real Estate
3383,Machine Learning Researcher,79265,"60,000 - 80,000 USD",Senior,Full-Time,Israel,Small,Israel,PhD,9,Manufacturing
3384,Robotics Engineer,65587,"60,000 - 80,000 USD",Entry-level,Full-Time,Singapore,Medium,United States,PhD,1,Consulting
3385,Machine Learning Engineer,57326,"40,000 - 60,000 USD",Entry-level,Freelance,India,Large,India,Master,1,Transportation
3386,Data Scientist,35942,"Less than 40,000 USD",Entry-level,Contract,Israel,Small,China,Master,0,Telecommunications
3387,AI Consultant,96345,"80,000 - 100,000 USD",Senior,Contract,Japan,Large,Singapore,Bachelor,6,Real Estate
3388,NLP Engineer,49145,"40,000 - 60,000 USD",Entry-level,Contract,Austria,Large,Israel,Bachelor,0,Manufacturing
3389,Data Analyst,101052,"100,000 - 120,000 USD",Senior,Full-Time,Canada,Medium,United Kingdom,Bachelor,9,Technology
3390,Data Scientist,91432,"80,000 - 100,000 USD",Mid-level,Part-Time,Sweden,Large,India,Bachelor,3,Government
3391,AI Software Engineer,51166,"40,000 - 60,000 USD",Entry-level,Full-Time,Israel,Small,Israel,Associate,1,Finance
3392,Machine Learning Researcher,104276,"100,000 - 120,000 USD",Senior,Part-Time,India,Medium,India,Master,6,Education
3393,AI Product Manager,52181,"40,000 - 60,000 USD",Mid-level,Full-Time,Austria,Small,Singapore,PhD,3,Media
3394,Deep Learning Engineer,157188,"140,000 - 160,000 USD",Senior,Full-Time,Germany,Large,Germany,Master,5,Manufacturing
3395,Principal Data Scientist,57076,"40,000 - 60,000 USD",Entry-level,Freelance,Germany,Small,Germany,Associate,0,Media
3396,AI Research Scientist,93987,"80,000 - 100,000 USD",Entry-level,Contract,Denmark,Small,United Kingdom,Associate,0,Finance
3397,Data Analyst,119251,"100,000 - 120,000 USD",Senior,Freelance,United Kingdom,Medium,Ireland,Master,7,Manufacturing
3398,Computer Vision Engineer,155564,"140,000 - 160,000 USD",Senior,Part-Time,United Kingdom,Medium,United Kingdom,PhD,6,Manufacturing
3399,Machine Learning Engineer,76190,"60,000 - 80,000 USD",Entry-level,Full-Time,Norway,Medium,Norway,PhD,0,Telecommunications
3400,Head of AI,44319,"40,000 - 60,000 USD",Entry-level,Contract,France,Small,France,Master,0,Real Estate
3401,AI Research Scientist,100608,"100,000 - 120,000 USD",Senior,Contract,France,Medium,Australia,PhD,7,Transportation
3402,Computer Vision Engineer,92549,"80,000 - 100,000 USD",Mid-level,Part-Time,France,Large,France,Master,2,Retail
3403,AI Architect,276436,"More than 180,000 USD",Executive,Full-Time,Switzerland,Medium,India,Master,14,Government
3404,AI Software Engineer,132476,"120,000 - 140,000 USD",Mid-level,Contract,Denmark,Large,Denmark,PhD,4,Real Estate
3405,Data Scientist,142597,"140,000 - 160,000 USD",Senior,Freelance,Sweden,Large,Sweden,PhD,6,Healthcare
3406,Data Engineer,62047,"60,000 - 80,000 USD",Entry-level,Contract,Australia,Large,Australia,Bachelor,0,Manufacturing
3407,Data Engineer,238935,"More than 180,000 USD",Executive,Freelance,Canada,Large,Canada,Bachelor,11,Retail
3408,Principal Data Scientist,128819,"120,000 - 140,000 USD",Executive,Full-Time,Austria,Medium,Austria,Associate,15,Healthcare
3409,Autonomous Systems Engineer,114565,"100,000 - 120,000 USD",Executive,Freelance,China,Medium,China,Bachelor,15,Real Estate
3410,Data Analyst,123488,"120,000 - 140,000 USD",Executive,Part-Time,Ireland,Medium,Ireland,Bachelor,13,Telecommunications
3411,Data Engineer,88655,"80,000 - 100,000 USD",Mid-level,Freelance,Canada,Small,Netherlands,Master,3,Technology
3412,Computer Vision Engineer,61796,"60,000 - 80,000 USD",Entry-level,Contract,Australia,Medium,Australia,PhD,0,Government
3413,AI Software Engineer,91480,"80,000 - 100,000 USD",Mid-level,Freelance,Australia,Medium,Australia,Bachelor,4,Transportation
3414,AI Architect,90744,"80,000 - 100,000 USD",Senior,Freelance,Austria,Medium,Austria,PhD,7,Government
3415,Head of AI,121411,"120,000 - 140,000 USD",Senior,Freelance,China,Large,China,PhD,8,Energy
3416,AI Specialist,198798,"More than 180,000 USD",Executive,Full-Time,Israel,Large,Israel,Bachelor,17,Retail
3417,Machine Learning Engineer,153177,"140,000 - 160,000 USD",Senior,Freelance,France,Large,Canada,PhD,7,Telecommunications
3418,Data Engineer,54421,"40,000 - 60,000 USD",Entry-level,Contract,United Kingdom,Small,United Kingdom,Master,1,Consulting
3419,Machine Learning Engineer,88367,"80,000 - 100,000 USD",Mid-level,Full-Time,Canada,Small,Austria,PhD,2,Technology
3420,Machine Learning Researcher,78804,"60,000 - 80,000 USD",Mid-level,Part-Time,South Korea,Large,South Korea,Bachelor,3,Finance
3421,Principal Data Scientist,71865,"60,000 - 80,000 USD",Mid-level,Full-Time,Sweden,Small,Singapore,Associate,4,Energy
3422,Research Scientist,131832,"120,000 - 140,000 USD",Executive,Freelance,Austria,Medium,Switzerland,Master,19,Automotive
3423,NLP Engineer,124593,"120,000 - 140,000 USD",Executive,Full-Time,Israel,Large,Sweden,PhD,16,Energy
3424,Head of AI,163781,"160,000 - 180,000 USD",Executive,Freelance,Israel,Large,Israel,Bachelor,11,Healthcare
3425,Deep Learning Engineer,94569,"80,000 - 100,000 USD",Mid-level,Part-Time,United Kingdom,Medium,United Kingdom,Bachelor,2,Consulting
3426,AI Software Engineer,95722,"80,000 - 100,000 USD",Mid-level,Freelance,France,Medium,France,Master,2,Manufacturing
3427,AI Consultant,48201,"40,000 - 60,000 USD",Mid-level,Part-Time,Finland,Small,Finland,Bachelor,4,Education
3428,ML Ops Engineer,181282,"More than 180,000 USD",Senior,Part-Time,Netherlands,Large,France,PhD,8,Healthcare
3429,AI Software Engineer,157167,"140,000 - 160,000 USD",Senior,Freelance,United States,Medium,United States,Bachelor,5,Energy
3430,Computer Vision Engineer,86410,"80,000 - 100,000 USD",Mid-level,Part-Time,Sweden,Large,Sweden,Master,3,Energy
3431,Research Scientist,87795,"80,000 - 100,000 USD",Senior,Contract,Austria,Medium,South Korea,Master,9,Retail
3432,Data Analyst,160089,"160,000 - 180,000 USD",Senior,Freelance,Switzerland,Small,Switzerland,PhD,9,Finance
3433,Computer Vision Engineer,138503,"120,000 - 140,000 USD",Executive,Contract,South Korea,Small,South Korea,Associate,16,Transportation
3434,AI Software Engineer,325483,"More than 180,000 USD",Executive,Freelance,Switzerland,Large,Japan,Bachelor,10,Technology
3435,Computer Vision Engineer,70262,"60,000 - 80,000 USD",Entry-level,Freelance,Germany,Small,Germany,Bachelor,1,Education
3436,AI Software Engineer,69721,"60,000 - 80,000 USD",Mid-level,Part-Time,France,Medium,France,Associate,2,Healthcare
3437,Autonomous Systems Engineer,116060,"100,000 - 120,000 USD",Executive,Freelance,Canada,Small,China,Associate,17,Manufacturing
3438,ML Ops Engineer,85559,"80,000 - 100,000 USD",Mid-level,Contract,Sweden,Large,Sweden,PhD,3,Energy
3439,Deep Learning Engineer,123389,"120,000 - 140,000 USD",Senior,Freelance,Australia,Small,Australia,PhD,5,Real Estate
3440,AI Consultant,83549,"80,000 - 100,000 USD",Entry-level,Freelance,United Kingdom,Medium,United Kingdom,PhD,0,Manufacturing
3441,AI Research Scientist,49709,"40,000 - 60,000 USD",Entry-level,Full-Time,India,Small,India,PhD,0,Government
3442,Principal Data Scientist,143171,"140,000 - 160,000 USD",Executive,Full-Time,Japan,Large,Japan,Bachelor,12,Real Estate
3443,ML Ops Engineer,226918,"More than 180,000 USD",Executive,Contract,Denmark,Large,Denmark,Associate,12,Education
3444,Machine Learning Engineer,73215,"60,000 - 80,000 USD",Senior,Full-Time,Austria,Medium,Austria,Bachelor,8,Media
3445,Data Engineer,162913,"160,000 - 180,000 USD",Executive,Contract,France,Medium,Netherlands,Associate,13,Energy
3446,Machine Learning Researcher,73666,"60,000 - 80,000 USD",Senior,Contract,South Korea,Medium,South Korea,Master,5,Energy
3447,AI Software Engineer,191317,"More than 180,000 USD",Executive,Part-Time,Germany,Small,Netherlands,PhD,10,Healthcare
3448,Principal Data Scientist,121248,"120,000 - 140,000 USD",Mid-level,Full-Time,Denmark,Large,Sweden,Master,2,Finance
3449,Robotics Engineer,250315,"More than 180,000 USD",Executive,Full-Time,Canada,Large,Canada,Master,18,Transportation
3450,AI Architect,50682,"40,000 - 60,000 USD",Mid-level,Freelance,Austria,Small,Austria,Master,3,Government
3451,AI Product Manager,95298,"80,000 - 100,000 USD",Mid-level,Part-Time,Singapore,Small,Singapore,PhD,3,Automotive
3452,AI Architect,74008,"60,000 - 80,000 USD",Mid-level,Part-Time,Sweden,Small,Sweden,PhD,3,Real Estate
3453,Machine Learning Researcher,140196,"140,000 - 160,000 USD",Senior,Part-Time,Norway,Small,Norway,PhD,7,Transportation
3454,Principal Data Scientist,141645,"140,000 - 160,000 USD",Mid-level,Freelance,Switzerland,Large,Switzerland,Associate,4,Telecommunications
3455,Autonomous Systems Engineer,151691,"140,000 - 160,000 USD",Senior,Freelance,Australia,Large,Australia,Associate,7,Media
3456,AI Product Manager,322004,"More than 180,000 USD",Executive,Part-Time,Switzerland,Small,Switzerland,Master,15,Energy
3457,Head of AI,48009,"40,000 - 60,000 USD",Entry-level,Part-Time,India,Small,India,Bachelor,1,Retail
3458,Data Engineer,100193,"100,000 - 120,000 USD",Executive,Part-Time,India,Small,Singapore,Associate,16,Education
3459,Data Engineer,94493,"80,000 - 100,000 USD",Entry-level,Contract,Switzerland,Small,Switzerland,PhD,1,Consulting
3460,Machine Learning Engineer,119633,"100,000 - 120,000 USD",Senior,Contract,Norway,Small,Ireland,PhD,8,Government
3461,Machine Learning Researcher,228177,"More than 180,000 USD",Executive,Full-Time,United Kingdom,Medium,Japan,Associate,19,Healthcare
3462,Data Analyst,84822,"80,000 - 100,000 USD",Entry-level,Contract,France,Large,France,Master,0,Manufacturing
3463,AI Product Manager,95269,"80,000 - 100,000 USD",Entry-level,Part-Time,Switzerland,Large,Switzerland,Bachelor,1,Consulting
3464,Data Engineer,62906,"60,000 - 80,000 USD",Entry-level,Part-Time,United States,Small,United States,PhD,1,Media
3465,NLP Engineer,65139,"60,000 - 80,000 USD",Mid-level,Part-Time,Austria,Medium,Austria,Associate,2,Retail
3466,Robotics Engineer,109005,"100,000 - 120,000 USD",Mid-level,Part-Time,Denmark,Small,Denmark,PhD,2,Media
3467,Head of AI,71242,"60,000 - 80,000 USD",Mid-level,Freelance,Canada,Medium,Australia,Bachelor,4,Energy
3468,ML Ops Engineer,89287,"80,000 - 100,000 USD",Senior,Full-Time,South Korea,Large,South Korea,Bachelor,6,Real Estate
3469,Machine Learning Engineer,179942,"160,000 - 180,000 USD",Executive,Part-Time,Ireland,Medium,Ireland,Associate,11,Retail
3470,Research Scientist,48226,"40,000 - 60,000 USD",Entry-level,Freelance,Finland,Medium,Finland,PhD,1,Consulting
3471,AI Software Engineer,137004,"120,000 - 140,000 USD",Executive,Contract,Finland,Large,Finland,PhD,16,Media
3472,AI Consultant,94505,"80,000 - 100,000 USD",Senior,Contract,Finland,Small,Finland,Associate,7,Government
3473,AI Product Manager,125795,"120,000 - 140,000 USD",Executive,Contract,Israel,Large,Israel,Master,12,Transportation
3474,Machine Learning Researcher,79342,"60,000 - 80,000 USD",Mid-level,Part-Time,United States,Small,United States,Bachelor,4,Government
3475,Data Engineer,37356,"Less than 40,000 USD",Entry-level,Freelance,Austria,Medium,Austria,PhD,0,Consulting
3476,AI Consultant,155145,"140,000 - 160,000 USD",Executive,Contract,France,Large,Singapore,Master,14,Retail
3477,Machine Learning Engineer,91143,"80,000 - 100,000 USD",Senior,Full-Time,Finland,Medium,United States,Associate,9,Real Estate
3478,Data Engineer,125119,"120,000 - 140,000 USD",Mid-level,Contract,Netherlands,Large,Netherlands,Bachelor,3,Media
3479,AI Consultant,79491,"60,000 - 80,000 USD",Mid-level,Freelance,Singapore,Medium,Singapore,Associate,4,Retail
3480,Data Engineer,72491,"60,000 - 80,000 USD",Mid-level,Part-Time,Netherlands,Small,Netherlands,Bachelor,4,Government
3481,AI Research Scientist,127734,"120,000 - 140,000 USD",Mid-level,Freelance,Denmark,Medium,Denmark,Master,4,Telecommunications
3482,Principal Data Scientist,40661,"40,000 - 60,000 USD",Entry-level,Part-Time,South Korea,Medium,South Korea,Associate,0,Education
3483,AI Architect,118746,"100,000 - 120,000 USD",Mid-level,Part-Time,Norway,Large,Norway,Bachelor,4,Automotive
3484,AI Specialist,63471,"60,000 - 80,000 USD",Entry-level,Full-Time,Canada,Small,Canada,Master,0,Telecommunications
3485,Machine Learning Researcher,90174,"80,000 - 100,000 USD",Mid-level,Full-Time,Denmark,Small,Denmark,Associate,3,Consulting
3486,AI Consultant,98908,"80,000 - 100,000 USD",Mid-level,Part-Time,Sweden,Large,Sweden,Master,3,Manufacturing
3487,ML Ops Engineer,58885,"40,000 - 60,000 USD",Entry-level,Freelance,China,Large,China,Associate,1,Telecommunications
3488,Data Analyst,131006,"120,000 - 140,000 USD",Entry-level,Full-Time,Switzerland,Large,Switzerland,Bachelor,1,Education
3489,AI Consultant,170619,"160,000 - 180,000 USD",Executive,Contract,Netherlands,Medium,South Korea,PhD,10,Telecommunications
3490,Deep Learning Engineer,132939,"120,000 - 140,000 USD",Senior,Full-Time,Canada,Medium,Canada,Associate,5,Technology
3491,AI Specialist,66393,"60,000 - 80,000 USD",Entry-level,Freelance,United Kingdom,Small,United Kingdom,PhD,0,Retail
3492,NLP Engineer,132833,"120,000 - 140,000 USD",Executive,Freelance,Israel,Large,Israel,Master,14,Telecommunications
3493,AI Architect,113981,"100,000 - 120,000 USD",Senior,Contract,France,Large,France,PhD,9,Healthcare
3494,AI Software Engineer,62296,"60,000 - 80,000 USD",Entry-level,Contract,United States,Small,United States,Bachelor,1,Automotive
3495,Data Engineer,57980,"40,000 - 60,000 USD",Entry-level,Contract,United Kingdom,Small,India,Master,1,Education
3496,AI Specialist,188781,"More than 180,000 USD",Executive,Full-Time,Norway,Medium,Denmark,PhD,19,Transportation
