ID_cleaned,job_id,job_title,salary_usd,salary_distribution_usd,salary_currency,experience_level,experience_level_cleaned,employment_type,employment_type_cleaned,company_location,company_size,company_size_cleaned,employee_residence,remote_ratio,required_skills,is_AWS_required_skills,is_Azure_required_skills,is_Docker_required_skills,is_GCP_required_skills,is_github_required_skills,is_Hadoop_required_skills,is_Java_required_skills,is_Kubernetes_required_skills,is_MLOps_required_skills,is_NLP_required_skills,is_PyTorch_required_skills,is_Python_required_skills,is_R_required_skills,is_SQL_required_skills,is_Scala_required_skills,is_Pyspark_required_skills,is_Tableau_required_skills,is_TensorFlow_required_skills,education_required,years_experience,industry,posting_date,application_deadline,application_period_days,job_description_length,benefits_score,company_name
2620,AI02620,AI Product Manager,107360,"100,000 - 120,000 USD",EUR,MI,Mid-level,PT,Part-Time,Netherlands,L,Large,Netherlands,0,"Docker, AWS, Data Visualization, MLOps",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bachelor,4,Energy,2/1/2024,2/27/2024,26,2073,8.4,Neural Networks Co
2621,AI02621,Deep Learning Engineer,50834,"40,000 - 60,000 USD",USD,EN,Entry-level,PT,Part-Time,India,L,Large,India,0,"SQL, NLP, Data Visualization",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Associate,0,Telecommunications,4/23/2024,7/1/2024,69,1570,6.8,AI Innovations
2622,AI02622,Data Analyst,67474,"60,000 - 80,000 USD",USD,MI,Mid-level,FT,Full-Time,Austria,M,Medium,Austria,50,"Computer Vision, SQL, Hadoop, AWS",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,PhD,3,Media,3/20/2025,5/3/2025,44,1266,7.2,Future Systems
2623,AI02623,AI Product Manager,90742,"80,000 - 100,000 USD",EUR,MI,Mid-level,FT,Full-Time,Netherlands,S,Small,Finland,50,"Scala, GCP, Computer Vision, R, Tableau",0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Bachelor,2,Retail,2/8/2025,3/27/2025,47,1253,6,Quantum Computing Inc
2624,AI02624,AI Research Scientist,82928,"80,000 - 100,000 USD",USD,SE,Senior,FT,Full-Time,Finland,S,Small,Finland,50,"Computer Vision, Spark, Linux, GCP, Python",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Bachelor,9,Energy,12/15/2024,2/10/2025,57,2184,6.9,Neural Networks Co
2625,AI02625,AI Software Engineer,42814,"40,000 - 60,000 USD",USD,EN,Entry-level,FL,Freelance,China,M,Medium,China,50,"Linux, Tableau, Deep Learning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bachelor,1,Manufacturing,9/14/2024,10/26/2024,42,2220,9.5,Machine Intelligence Group
2626,AI02626,Deep Learning Engineer,58854,"40,000 - 60,000 USD",USD,EN,Entry-level,PT,Part-Time,China,L,Large,China,0,"Kubernetes, R, Data Visualization",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Bachelor,0,Media,12/15/2024,1/12/2025,28,1542,5.7,Neural Networks Co
2627,AI02627,AI Architect,64501,"60,000 - 80,000 USD",USD,MI,Mid-level,PT,Part-Time,India,M,Medium,India,50,"TensorFlow, Linux, Scala, Statistics, Mathematics",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Bachelor,4,Retail,1/22/2024,3/16/2024,54,2309,9.5,Quantum Computing Inc
2628,AI02628,Research Scientist,110041,"100,000 - 120,000 USD",USD,SE,Senior,FT,Full-Time,Austria,L,Large,Austria,0,"MLOps, GCP, Scala, PyTorch, Azure",0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,Master,8,Gaming,3/22/2025,4/5/2025,14,941,6.4,Quantum Computing Inc
2629,AI02629,NLP Engineer,196864,"More than 180,000 USD",USD,EX,Executive,FT,Full-Time,Finland,L,Large,Finland,0,"Mathematics, Data Visualization, TensorFlow, Kubernetes, GCP",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,PhD,13,Healthcare,5/1/2024,5/22/2024,21,625,6.4,Cloud AI Solutions
2630,AI02630,Autonomous Systems Engineer,119465,"100,000 - 120,000 USD",USD,MI,Mid-level,FT,Full-Time,Canada,L,Large,United States,0,"TensorFlow, GCP, Deep Learning, Docker",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bachelor,4,Real Estate,4/9/2024,5/31/2024,52,1914,6.9,Predictive Systems
2631,AI02631,Autonomous Systems Engineer,67539,"60,000 - 80,000 USD",GBP,EN,Entry-level,FT,Full-Time,United Kingdom,S,Small,Switzerland,50,"R, Tableau, Linux, AWS",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Bachelor,0,Finance,1/4/2024,2/7/2024,34,2052,8.5,Cloud AI Solutions
2632,AI02632,Data Engineer,96755,"80,000 - 100,000 USD",GBP,MI,Mid-level,CT,Contract,United Kingdom,M,Medium,United Kingdom,0,"Azure, Linux, Spark",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Associate,3,Retail,7/25/2024,9/27/2024,64,990,5.1,Machine Intelligence Group
2633,AI02633,Research Scientist,104147,"100,000 - 120,000 USD",USD,SE,Senior,FT,Full-Time,Australia,S,Small,United Kingdom,50,"Data Visualization, GCP, PyTorch, Statistics",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Associate,7,Healthcare,3/13/2025,3/31/2025,18,1642,5.6,Digital Transformation LLC
2634,AI02634,AI Software Engineer,33013,"Less than 40,000 USD",USD,EN,Entry-level,PT,Part-Time,China,S,Small,China,50,"SQL, Linux, Scala, AWS",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Master,1,Gaming,4/21/2025,6/26/2025,66,1865,5,Future Systems
2635,AI02635,AI Product Manager,92903,"80,000 - 100,000 USD",GBP,MI,Mid-level,FT,Full-Time,United Kingdom,S,Small,Switzerland,0,"Hadoop, Scala, Computer Vision",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Master,2,Transportation,2/28/2024,5/11/2024,73,2166,7.4,Advanced Robotics
2636,AI02636,Principal Data Scientist,154524,"140,000 - 160,000 USD",USD,EX,Executive,PT,Part-Time,Israel,S,Small,Israel,50,"Git, Kubernetes, Scala, SQL, Data Visualization",0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,Master,15,Technology,3/10/2025,4/3/2025,24,1440,5.3,Cognitive Computing
2637,AI02637,Data Scientist,40050,"40,000 - 60,000 USD",USD,EN,Entry-level,FT,Full-Time,China,M,Medium,China,50,"Kubernetes, Tableau, Azure, Hadoop",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,PhD,0,Consulting,11/20/2024,1/9/2025,50,824,5.7,DataVision Ltd
2638,AI02638,AI Specialist,110108,"100,000 - 120,000 USD",USD,EN,Entry-level,FT,Full-Time,Norway,L,Large,Norway,50,"Python, SQL, TensorFlow",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Master,0,Government,6/24/2024,7/29/2024,35,1893,5.8,Neural Networks Co
2639,AI02639,AI Research Scientist,277303,"More than 180,000 USD",USD,EX,Executive,FT,Full-Time,United States,L,Large,United States,100,"Data Visualization, Mathematics, PyTorch, Computer Vision",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PhD,13,Consulting,3/11/2025,5/13/2025,63,2256,7.6,Algorithmic Solutions
2640,AI02640,Data Analyst,91095,"80,000 - 100,000 USD",USD,MI,Mid-level,FT,Full-Time,Canada,L,Large,Canada,50,"R, TensorFlow, Spark, Docker",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Master,3,Government,3/19/2024,5/26/2024,68,756,6.4,Autonomous Tech
2641,AI02641,Autonomous Systems Engineer,226322,"More than 180,000 USD",USD,SE,Senior,FT,Full-Time,Denmark,L,Large,Denmark,50,"Spark, NLP, R, AWS, Hadoop",1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,Associate,8,Telecommunications,2/4/2024,2/19/2024,15,1116,8.6,TechCorp Inc
2642,AI02642,AI Product Manager,73134,"60,000 - 80,000 USD",USD,SE,Senior,FT,Full-Time,Ireland,S,Small,Ireland,100,"GCP, Python, Spark, TensorFlow, Statistics",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,PhD,7,Technology,2/15/2025,3/5/2025,18,847,8.3,AI Innovations
2643,AI02643,Autonomous Systems Engineer,48227,"40,000 - 60,000 USD",USD,MI,Mid-level,PT,Part-Time,India,S,Small,India,50,"GCP, SQL, Scala, NLP",0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Associate,4,Technology,11/30/2024,12/30/2024,30,688,6.3,Machine Intelligence Group
2644,AI02644,AI Software Engineer,93376,"80,000 - 100,000 USD",USD,SE,Senior,CT,Contract,Austria,M,Medium,Austria,0,"AWS, Tableau, Linux, Data Visualization, Azure",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Master,9,Consulting,2/7/2024,2/29/2024,22,2213,7,DeepTech Ventures
2645,AI02645,AI Product Manager,49061,"40,000 - 60,000 USD",USD,EN,Entry-level,FT,Full-Time,Canada,M,Medium,Canada,50,"Azure, Linux, PyTorch",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bachelor,1,Healthcare,10/22/2024,12/29/2024,68,952,6.1,Advanced Robotics
2646,AI02646,Data Engineer,93573,"80,000 - 100,000 USD",USD,EN,Entry-level,PT,Part-Time,Switzerland,M,Medium,Switzerland,50,"Linux, R, Tableau, NLP",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,PhD,0,Media,3/20/2025,4/17/2025,28,2008,9.1,Neural Networks Co
2647,AI02647,Deep Learning Engineer,111926,"100,000 - 120,000 USD",USD,SE,Senior,CT,Contract,Singapore,S,Small,United Kingdom,50,"PyTorch, SQL, Tableau",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Bachelor,5,Energy,1/5/2024,2/22/2024,48,2322,5.6,Cognitive Computing
2648,AI02648,Research Scientist,80516,"80,000 - 100,000 USD",USD,EN,Entry-level,CT,Contract,Denmark,L,Large,Denmark,100,"Java, Python, Deep Learning, Azure",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,PhD,0,Technology,1/20/2025,3/28/2025,67,1727,5.5,Predictive Systems
2649,AI02649,Data Engineer,33951,"Less than 40,000 USD",USD,EN,Entry-level,CT,Contract,Japan,S,Small,France,0,"NLP, Kubernetes, SQL",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,PhD,0,Technology,8/5/2024,9/25/2024,51,1893,9,Autonomous Tech
2650,AI02650,Research Scientist,91487,"80,000 - 100,000 USD",USD,EX,Executive,CT,Contract,Finland,S,Small,Finland,50,"Computer Vision, Spark, TensorFlow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Associate,14,Retail,11/22/2024,1/24/2025,63,1771,5.2,Cloud AI Solutions
2651,AI02651,Machine Learning Engineer,57234,"40,000 - 60,000 USD",USD,EN,Entry-level,FT,Full-Time,United States,S,Small,United States,0,"Java, MLOps, PyTorch, Hadoop, AWS",1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,Bachelor,1,Education,3/22/2024,5/2/2024,41,1998,7.1,AI Innovations
2652,AI02652,Principal Data Scientist,73606,"60,000 - 80,000 USD",USD,EN,Entry-level,FT,Full-Time,Switzerland,S,Small,Switzerland,100,"Git, Data Visualization, Scala",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Bachelor,1,Manufacturing,7/3/2024,8/4/2024,32,925,6,Smart Analytics
2653,AI02653,AI Research Scientist,54645,"40,000 - 60,000 USD",USD,EN,Entry-level,PT,Part-Time,India,L,Large,India,50,"Java, MLOps, R, Computer Vision",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Master,0,Automotive,11/23/2024,12/26/2024,33,1290,7.8,Cognitive Computing
2654,AI02654,Data Scientist,272440,"More than 180,000 USD",USD,EX,Executive,PT,Part-Time,Singapore,L,Large,Singapore,50,"Git, Docker, NLP, Mathematics",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Bachelor,11,Government,12/14/2024,12/29/2024,15,566,9.2,Digital Transformation LLC
2655,AI02655,Robotics Engineer,148491,"140,000 - 160,000 USD",GBP,EX,Executive,FT,Full-Time,United Kingdom,S,Small,United Kingdom,50,"Linux, Java, Azure, Statistics, Python",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Bachelor,15,Consulting,1/27/2025,3/23/2025,55,770,5.1,Smart Analytics
2656,AI02656,Machine Learning Engineer,83910,"80,000 - 100,000 USD",EUR,EN,Entry-level,PT,Part-Time,France,L,Large,France,100,"Git, R, Computer Vision",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Master,1,Government,3/23/2025,6/1/2025,70,1288,7.2,Future Systems
2657,AI02657,NLP Engineer,68145,"60,000 - 80,000 USD",EUR,EN,Entry-level,FL,Freelance,Germany,M,Medium,Germany,50,"NLP, Linux, Azure",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Associate,1,Automotive,10/18/2024,11/1/2024,14,2173,8.5,Cognitive Computing
2658,AI02658,AI Research Scientist,101820,"100,000 - 120,000 USD",EUR,MI,Mid-level,FT,Full-Time,Netherlands,L,Large,Norway,50,"Java, R, Computer Vision, Git, GCP",0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Bachelor,4,Consulting,4/6/2024,5/18/2024,42,1181,7.6,Smart Analytics
2659,AI02659,Autonomous Systems Engineer,68299,"60,000 - 80,000 USD",USD,MI,Mid-level,CT,Contract,Australia,S,Small,Australia,100,"GCP, TensorFlow, Python, Linux",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Associate,4,Education,9/27/2024,11/17/2024,51,919,9.4,Machine Intelligence Group
2660,AI02660,AI Product Manager,118204,"100,000 - 120,000 USD",EUR,SE,Senior,CT,Contract,Netherlands,M,Medium,Netherlands,100,"Statistics, SQL, PyTorch, Data Visualization, Computer Vision",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Associate,5,Technology,1/10/2024,2/23/2024,44,2321,7.6,DataVision Ltd
2661,AI02661,AI Architect,72364,"60,000 - 80,000 USD",USD,EN,Entry-level,FL,Freelance,Sweden,L,Large,Sweden,100,"Python, TensorFlow, NLP",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Associate,0,Finance,1/22/2025,3/29/2025,66,1248,7.2,Smart Analytics
2662,AI02662,Data Analyst,159628,"140,000 - 160,000 USD",USD,EX,Executive,FL,Freelance,Israel,L,Large,Israel,100,"AWS, SQL, MLOps",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Associate,10,Finance,1/2/2024,3/3/2024,61,667,5.2,Digital Transformation LLC
2663,AI02663,Robotics Engineer,91349,"80,000 - 100,000 USD",USD,SE,Senior,CT,Contract,Ireland,L,Large,Ireland,0,"PyTorch, MLOps, Hadoop",0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,PhD,8,Education,9/10/2024,10/29/2024,49,1238,9.3,TechCorp Inc
2664,AI02664,Machine Learning Researcher,125276,"120,000 - 140,000 USD",USD,MI,Mid-level,CT,Contract,United States,M,Medium,France,100,"Mathematics, Python, MLOps, TensorFlow, Spark",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,Master,2,Transportation,3/20/2024,5/19/2024,60,554,9.3,DataVision Ltd
2665,AI02665,AI Product Manager,217751,"More than 180,000 USD",USD,EX,Executive,PT,Part-Time,Denmark,L,Large,Germany,0,"Azure, Python, Kubernetes, AWS",1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Associate,17,Real Estate,3/7/2024,3/22/2024,15,828,8.3,Predictive Systems
2666,AI02666,Head of AI,125270,"120,000 - 140,000 USD",USD,EX,Executive,CT,Contract,Finland,M,Medium,Finland,100,"Kubernetes, Python, Computer Vision, Git, Linux",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,Master,11,Transportation,5/19/2024,7/15/2024,57,618,9,Smart Analytics
2667,AI02667,AI Architect,243372,"More than 180,000 USD",EUR,EX,Executive,PT,Part-Time,France,L,Large,France,100,"GCP, PyTorch, Python",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Master,12,Gaming,11/12/2024,1/13/2025,62,892,6,Cloud AI Solutions
2668,AI02668,Deep Learning Engineer,173090,"160,000 - 180,000 USD",GBP,EX,Executive,PT,Part-Time,United Kingdom,L,Large,United Kingdom,100,"Mathematics, Git, Tableau",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,PhD,10,Telecommunications,7/17/2024,8/28/2024,42,1064,5.8,Future Systems
2669,AI02669,Robotics Engineer,252620,"More than 180,000 USD",USD,EX,Executive,FT,Full-Time,Denmark,S,Small,Sweden,50,"Data Visualization, Docker, Python",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Associate,16,Telecommunications,8/16/2024,10/27/2024,72,2384,6.2,DeepTech Ventures
2670,AI02670,Principal Data Scientist,88672,"80,000 - 100,000 USD",USD,SE,Senior,PT,Part-Time,Austria,L,Large,Austria,50,"R, Mathematics, MLOps",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,PhD,5,Government,7/22/2024,9/18/2024,58,1675,6.5,Digital Transformation LLC
2671,AI02671,Computer Vision Engineer,65779,"60,000 - 80,000 USD",USD,SE,Senior,PT,Part-Time,India,S,Small,India,100,"TensorFlow, Mathematics, Data Visualization",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Associate,5,Technology,3/27/2025,5/8/2025,42,1733,9.1,TechCorp Inc
2672,AI02672,Head of AI,83337,"80,000 - 100,000 USD",EUR,EN,Entry-level,FL,Freelance,Netherlands,L,Large,Netherlands,50,"SQL, Deep Learning, Spark",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Associate,1,Education,4/13/2024,5/28/2024,45,1903,6.6,Autonomous Tech
2673,AI02673,Autonomous Systems Engineer,120313,"120,000 - 140,000 USD",EUR,SE,Senior,CT,Contract,France,S,Small,Switzerland,100,"Git, GCP, SQL, Docker",0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Associate,9,Transportation,3/23/2025,5/7/2025,45,2277,5.2,Advanced Robotics
2674,AI02674,Data Engineer,184567,"More than 180,000 USD",EUR,EX,Executive,CT,Contract,Netherlands,M,Medium,China,100,"Git, Python, MLOps, Deep Learning",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,PhD,12,Gaming,12/11/2024,2/9/2025,60,2143,8.4,Quantum Computing Inc
2675,AI02675,Computer Vision Engineer,50741,"40,000 - 60,000 USD",USD,EN,Entry-level,PT,Part-Time,Japan,S,Small,Germany,50,"Linux, MLOps, Docker, Python, AWS",1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,PhD,1,Consulting,10/28/2024,1/8/2025,72,2139,8.3,Smart Analytics
2676,AI02676,Machine Learning Researcher,80483,"80,000 - 100,000 USD",USD,EN,Entry-level,PT,Part-Time,Norway,L,Large,Norway,100,"Tableau, TensorFlow, Java, Hadoop, Scala",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,Associate,0,Automotive,11/26/2024,12/30/2024,34,2281,6.2,Machine Intelligence Group
2677,AI02677,Head of AI,170832,"160,000 - 180,000 USD",USD,EX,Executive,CT,Contract,Ireland,M,Medium,Netherlands,50,"Python, TensorFlow, Deep Learning",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,PhD,13,Automotive,5/16/2024,6/13/2024,28,1511,8.5,Machine Intelligence Group
2678,AI02678,AI Architect,195760,"More than 180,000 USD",USD,EX,Executive,PT,Part-Time,Australia,M,Medium,Australia,100,"PyTorch, Scala, AWS, Docker",1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Associate,12,Government,4/23/2024,6/11/2024,49,1079,8.8,Smart Analytics
2679,AI02679,Autonomous Systems Engineer,83546,"80,000 - 100,000 USD",EUR,MI,Mid-level,FL,Freelance,Germany,S,Small,Germany,100,"Deep Learning, Statistics, Kubernetes",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Master,2,Media,10/2/2024,10/31/2024,29,2272,5.6,Advanced Robotics
2680,AI02680,AI Architect,164896,"160,000 - 180,000 USD",USD,EX,Executive,FL,Freelance,South Korea,L,Large,South Korea,100,"Hadoop, MLOps, SQL, Statistics",0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,Bachelor,11,Automotive,10/2/2024,11/2/2024,31,1226,7,Predictive Systems
2681,AI02681,Data Analyst,139073,"120,000 - 140,000 USD",USD,MI,Mid-level,FL,Freelance,Denmark,M,Medium,Norway,100,"Hadoop, SQL, AWS",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Associate,3,Real Estate,10/4/2024,12/16/2024,73,1924,9.3,Predictive Systems
2682,AI02682,Deep Learning Engineer,178443,"160,000 - 180,000 USD",USD,SE,Senior,FL,Freelance,United States,L,Large,China,50,"SQL, TensorFlow, Tableau, Computer Vision",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Bachelor,7,Technology,9/14/2024,10/4/2024,20,1013,7.8,Autonomous Tech
2683,AI02683,Research Scientist,46312,"40,000 - 60,000 USD",USD,EN,Entry-level,CT,Contract,South Korea,M,Medium,South Korea,0,"Tableau, Linux, Mathematics",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Associate,0,Technology,5/20/2024,7/9/2024,50,2261,9.4,DeepTech Ventures
2684,AI02684,Machine Learning Engineer,123199,"120,000 - 140,000 USD",EUR,MI,Mid-level,CT,Contract,Netherlands,L,Large,Netherlands,50,"Git, Linux, Hadoop, Statistics, SQL",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Master,2,Automotive,8/29/2024,11/6/2024,69,1736,9.9,Machine Intelligence Group
2685,AI02685,NLP Engineer,96315,"80,000 - 100,000 USD",USD,SE,Senior,FT,Full-Time,Israel,M,Medium,Israel,100,"Kubernetes, PyTorch, Git, GCP, SQL",0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,Associate,9,Technology,9/16/2024,10/16/2024,30,986,8.1,TechCorp Inc
2686,AI02686,AI Software Engineer,161108,"160,000 - 180,000 USD",USD,EX,Executive,CT,Contract,United States,S,Small,Sweden,0,"PyTorch, Linux, Java",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Master,10,Education,1/16/2024,2/10/2024,25,1076,5.7,DeepTech Ventures
2687,AI02687,Head of AI,93333,"80,000 - 100,000 USD",USD,SE,Senior,FL,Freelance,China,M,Medium,Denmark,50,"AWS, Git, Tableau, Deep Learning",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,PhD,6,Transportation,9/11/2024,10/20/2024,39,1037,9.8,Cognitive Computing
2688,AI02688,AI Research Scientist,67383,"60,000 - 80,000 USD",USD,MI,Mid-level,PT,Part-Time,China,S,Small,China,100,"Tableau, Hadoop, PyTorch",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,Bachelor,3,Healthcare,1/10/2025,3/16/2025,65,2253,6.8,Autonomous Tech
2689,AI02689,AI Architect,85176,"80,000 - 100,000 USD",USD,MI,Mid-level,CT,Contract,Australia,S,Small,Australia,0,"Python, Mathematics, Spark, Data Visualization, GCP",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Bachelor,3,Real Estate,1/29/2025,2/27/2025,29,1464,7.6,DeepTech Ventures
2690,AI02690,NLP Engineer,91896,"80,000 - 100,000 USD",USD,EN,Entry-level,FL,Freelance,Switzerland,S,Small,Switzerland,50,"AWS, Linux, Azure, Mathematics, Statistics",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor,0,Government,11/18/2024,1/4/2025,47,1248,9.1,Machine Intelligence Group
2691,AI02691,Deep Learning Engineer,205885,"More than 180,000 USD",USD,EX,Executive,FL,Freelance,Norway,L,Large,Norway,0,"R, NLP, Git",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,PhD,10,Energy,7/17/2024,9/21/2024,66,617,5.5,Advanced Robotics
2692,AI02692,AI Architect,73048,"60,000 - 80,000 USD",USD,MI,Mid-level,FL,Freelance,China,M,Medium,China,0,"Azure, Scala, NLP, Spark, GCP",0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Master,3,Automotive,8/24/2024,9/24/2024,31,2007,6.9,Digital Transformation LLC
2693,AI02693,Principal Data Scientist,69482,"60,000 - 80,000 USD",USD,EN,Entry-level,CT,Contract,Singapore,L,Large,China,50,"SQL, PyTorch, Scala, TensorFlow, R",0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,Bachelor,0,Healthcare,4/27/2024,5/17/2024,20,1402,7.1,Neural Networks Co
2694,AI02694,Machine Learning Researcher,128780,"120,000 - 140,000 USD",USD,MI,Mid-level,FT,Full-Time,Switzerland,S,Small,Switzerland,0,"MLOps, R, Data Visualization",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Bachelor,3,Telecommunications,9/11/2024,10/14/2024,33,637,7,Neural Networks Co
2695,AI02695,AI Architect,69709,"60,000 - 80,000 USD",USD,SE,Senior,FT,Full-Time,Israel,S,Small,Israel,50,"SQL, Hadoop, Kubernetes, Data Visualization, NLP",0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,PhD,5,Media,2/13/2024,3/22/2024,38,941,7.7,Advanced Robotics
2696,AI02696,Research Scientist,69082,"60,000 - 80,000 USD",USD,MI,Mid-level,CT,Contract,Finland,M,Medium,South Korea,100,"Scala, Mathematics, Tableau",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Associate,2,Manufacturing,1/27/2024,4/1/2024,65,1115,8,Advanced Robotics
2697,AI02697,Robotics Engineer,110493,"100,000 - 120,000 USD",EUR,MI,Mid-level,FT,Full-Time,France,L,Large,Sweden,100,"PyTorch, SQL, NLP, Azure, Java",0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,Master,4,Transportation,12/19/2024,1/18/2025,30,892,6.4,DataVision Ltd
2698,AI02698,Computer Vision Engineer,39953,"Less than 40,000 USD",USD,EN,Entry-level,PT,Part-Time,India,S,Small,India,50,"GCP, Git, R, Kubernetes, Data Visualization",0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Bachelor,0,Transportation,11/16/2024,12/28/2024,42,2304,6.9,Neural Networks Co
2699,AI02699,Autonomous Systems Engineer,123333,"120,000 - 140,000 USD",USD,MI,Mid-level,CT,Contract,Australia,L,Large,Australia,100,"Spark, Kubernetes, Statistics",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,PhD,3,Manufacturing,9/9/2024,10/14/2024,35,2408,7,Cloud AI Solutions
2700,AI02700,Principal Data Scientist,79376,"60,000 - 80,000 USD",USD,EN,Entry-level,CT,Contract,Denmark,L,Large,Denmark,100,"Java, Statistics, Kubernetes, SQL, Linux",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,Master,1,Automotive,6/30/2024,7/22/2024,22,1070,5.8,Neural Networks Co
